work_key,title,year,doi,primary_mechanism_code,primary_mechanism_en,primary_mechanism_cn,primary_task_code,primary_task_en,primary_task_cn,secondary_task_codes,all_title_rule_hits,classification_rule,public_visible,public_available_location_identified,best_public_url,record_url,sources,screening_level
doi:10.1038/s41467-024-48421-y,A fully autonomous robotic ultrasound system for thyroid scanning,2024,10.1038/s41467-024-48421-y,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.nature.com/articles/s41467-024-48421-y.pdf,https://doi.org/10.1038/s41467-024-48421-y,Crossref; Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1038/s41467-024-49019-0,Robotic wireless capsule endoscopy: recent advances and upcoming technologies,2024,10.1038/s41467-024-49019-0,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.nature.com/articles/s41467-024-49019-0.pdf,https://doi.org/10.1038/s41467-024-49019-0,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1038/s41467-025-62865-w,Towards expert-level autonomous carotid ultrasonography with large-scale learning-based robotic system.,2025,10.1038/s41467-025-62865-w,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.nature.com/articles/s41467-025-62865-w.pdf,https://doi.org/10.1038/s41467-025-62865-w,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1038/s41551-021-00753-6,Contactless optical coherence tomography of the eyes of freestanding individuals with a robotic scanner.,2021,10.1038/s41551-021-00753-6,1.1,Active observational sensing,主动观察式检测,A5,Optical coherence tomography acquisition,光学相干断层成像采集,,A5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/9272353,https://doi.org/10.1038/s41551-021-00753-6,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1038/s41597-025-06047-9,"A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking.",2025,10.1038/s41597-025-06047-9,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.nature.com/articles/s41597-025-06047-9.pdf,https://doi.org/10.1038/s41597-025-06047-9,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1038/s41598-024-55480-0,Design and testing of ultrasound probe adapters for a robotic imaging platform,2024,10.1038/s41598-024-55480-0,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.nature.com/articles/s41598-024-55480-0.pdf,https://doi.org/10.1038/s41598-024-55480-0,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1038/s41598-025-31892-4,Fully automated robotic ultrasound gallbladder imaging with subcostal scanning,2025,10.1038/s41598-025-31892-4,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.nature.com/articles/s41598-025-31892-4_reference.pdf,https://doi.org/10.1038/s41598-025-31892-4,Crossref; Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1038/s41598-026-37702-9,Autonomous path planning for intercostal robotic ultrasound imaging using reinforcement learning,2026,10.1038/s41598-026-37702-9,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.nature.com/articles/s41598-026-37702-9.pdf,https://doi.org/10.1038/s41598-026-37702-9,Crossref; Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1038/s44172-024-00264-7,Large area kidney imaging for pre-transplant evaluation using real-time robotic optical coherence tomography.,2024,10.1038/s44172-024-00264-7,1.1,Active observational sensing,主动观察式检测,A5,Optical coherence tomography acquisition,光学相干断层成像采集,,A5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.nature.com/articles/s44172-024-00264-7.pdf,https://doi.org/10.1038/s44172-024-00264-7,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1049/ell2.13121,Design and development of robotic system for precise vascular access and autonomous venipuncture,2024,10.1049/ell2.13121,1.3,Sample-based interactive diagnosis,采样式交互诊断,S4,Venipuncture and phlebotomy,静脉穿刺与采血,,S4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/ell2.13121,https://doi.org/10.1049/ell2.13121,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1055/a-0774-4554,Assessment of technical parameters and skills training to inform a simulation-based training program for semi-automated robotic colonoscopy.,2019,10.1055/a-0774-4554,1.1,Active observational sensing,主动观察式检测,A2,Flexible gastrointestinal endoscopic examination,胃肠柔性内镜检查,,A2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/a-0774-4554.pdf,https://doi.org/10.1055/a-0774-4554,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1055/a-1724-6958,Real-time identification of gastric lesions and anatomical landmarks by artificial intelligence during magnetically controlled capsule endoscopy.,2022,10.1055/a-1724-6958,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/a-1724-6958.pdf,https://doi.org/10.1055/a-1724-6958,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1055/s-0034-1392550,Colonoscopy with robotic steering and automated lumen centralization: a feasibility study in a colon model,2015,10.1055/s-0034-1392550,1.1,Active observational sensing,主动观察式检测,A2,Flexible gastrointestinal endoscopic examination,胃肠柔性内镜检查,,A2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0034-1392550.pdf,https://doi.org/10.1055/s-0034-1392550,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1080/01691864.2024.2315058,Autonomous scanning motion generation adapted to individual differences in abdominal shape for robotic fetal ultrasound,2024,10.1080/01691864.2024.2315058,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1080/01691864.2024.2315058,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1080/03091902.2016.1275853,"Design and preliminary evaluation of a self-steering, pneumatically driven colonoscopy robot.",2017,10.1080/03091902.2016.1275853,1.1,Active observational sensing,主动观察式检测,A2,Flexible gastrointestinal endoscopic examination,胃肠柔性内镜检查,,A2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1080/03091902.2016.1275853,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1080/13645706.2022.2032181,Robot-assisted magnetic capsule endoscopy; navigating colorectal inclinations.,2022,10.1080/13645706.2022.2032181,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.tandfonline.com/doi/pdf/10.1080/13645706.2022.2032181?needAccess=true,https://doi.org/10.1080/13645706.2022.2032181,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1088/1361-6560/abf277,Towards automated ultrasound imaging-robotic image acquisition in liver and prostate for long-term motion monitoring.,2021,10.1088/1361-6560/abf277,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://iopscience.iop.org/article/10.1088/1361-6560/abf277/pdf,https://doi.org/10.1088/1361-6560/abf277,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1089/end.2012.0528,Comparison of robotic and laparoscopic ultrasound probes for robotic partial nephrectomy.,2013,10.1089/end.2012.0528,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1089/end.2012.0528,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1093/clinchem/hvag029,"Performance, Safety, and Patient Experience of an Autonomous Robotic Phlebotomy Device: A Multicenter Trial.",2026,10.1093/clinchem/hvag029,1.3,Sample-based interactive diagnosis,采样式交互诊断,S4,Venipuncture and phlebotomy,静脉穿刺与采血,,S4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.1093/clinchem/hvag029,https://doi.org/10.1093/clinchem/hvag029,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1097/01.ccm.0001186612.35676.db,1154: INITIAL TESTING OF THE NOVEL RAPIDSCAN AUTONOMOUS 30-SECOND ULTRASOUND IMAGING DEVICE,2026,10.1097/01.ccm.0001186612.35676.db,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1097/01.ccm.0001186612.35676.db,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1097/lbr.0000000000001050,Proceduralist-Directed Rapid On-Site Pathologic Evaluation (ROPE) Using Dynamic Cell Imaging: A Pilot Study of Peripheral Pulmonary Lesion Sampling Through Robotic Bronchoscopy.,2026,10.1097/lbr.0000000000001050,1.3,Sample-based interactive diagnosis,采样式交互诊断,S2,Endoscopic or bronchoscopic biopsy,内镜或支气管镜活检,,S2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.1097/lbr.0000000000001050,https://doi.org/10.1097/lbr.0000000000001050,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/access.2021.3077037,RobUSt–An Autonomous Robotic Ultrasound System for Medical Imaging,2021,10.1109/access.2021.3077037,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09420731.pdf,https://doi.org/10.1109/access.2021.3077037,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
